region,year,category,subcategory,subcategory_contribution,subcategory_weight_total,subcategory_score
대구,2024,가족·생활,돌봄여건,6.621429440166997,0.1693386773547093,39.101695747258375
대전,2016,가족·생활,돌봄여건,5.621701505439947,0.1693386773547093,33.19797693745011
대전,2017,가족·생활,돌봄여건,6.095380928780627,0.1693386773547093,35.99520808830218
대전,2018,가족·생활,돌봄여건,6.412247960527526,0.1693386773547093,37.866411033174394
대전,2019,가족·생활,돌봄여건,6.412091232281173,0.1693386773547093,37.86548550187345
대전,2020,가족·생활,돌봄여건,7.1671339945241925,0.1693386773547093,42.32425873689436
대전,2021,가족·생활,돌봄여건,7.047370357643866,0.1693386773547093,41.6170154847845
대전,2022,가족·생활,돌봄여건,6.9208121674108245,0.1693386773547093,40.86964818388169
대전,2023,가족·생활,돌봄여건,6.7491040072410975,0.1693386773547093,39.85565561672555
대전,2024,가족·생활,돌봄여건,6.686480956296014,0.1693386773547093,39.48584612061198
부산,2016,가족·생활,돌봄여건,3.849832289501437,0.1693386773547093,22.734512573505537
부산,2017,가족·생활,돌봄여건,4.194429807210657,0.1693386773547093,24.76947306269963
부산,2018,가족·생활,돌봄여건,4.622828454811867,0.1693386773547093,27.29930649646299
부산,2019,가족·생활,돌봄여건,4.842704254950075,0.1693386773547093,28.597744653492168
부산,2020,가족·생활,돌봄여건,6.000653660697287,0.1693386773547093,35.4358127418692
부산,2021,가족·생활,돌봄여건,5.989814356908008,0.1693386773547093,35.37180312540943
부산,2022,가족·생활,돌봄여건,6.23901862022858,0.1693386773547093,36.8434354022966
부산,2023,가족·생활,돌봄여건,6.351036688640493,0.1693386773547093,37.504938551853336
부산,2024,가족·생활,돌봄여건,5.997301616493878,0.1693386773547093,35.41601782994611
서울,2016,가족·생활,돌봄여건,2.89475141629946,0.1693386773547093,17.09444919211161
서울,2017,가족·생활,돌봄여건,3.250028953453039,0.1693386773547093,19.192478671870617
서울,2018,가족·생활,돌봄여건,3.658754996808148,0.1693386773547093,21.60613897523392
서울,2019,가족·생활,돌봄여건,3.8842431293582727,0.1693386773547093,22.937719781654184
서울,2020,가족·생활,돌봄여건,4.867304454312124,0.1693386773547093,28.743016836707103
서울,2021,가족·생활,돌봄여건,5.206511299406318,0.1693386773547093,30.746143649748564
서울,2022,가족·생활,돌봄여건,5.184269243150998,0.1693386773547093,30.614797069021876
서울,2023,가족·생활,돌봄여건,5.3201672519326895,0.1693386773547093,31.41731903804039
서울,2024,가족·생활,돌봄여건,5.243656705968419,0.1693386773547093,30.96549936423955
세종,2016,가족·생활,돌봄여건,3.822406140284839,0.1693386773547093,22.57255223671166
세종,2017,가족·생활,돌봄여건,3.784998762218829,0.1693386773547093,22.35164949523309
세종,2018,가족·생활,돌봄여건,4.476225740064727,0.1693386773547093,26.433569754938457
세종,2019,가족·생활,돌봄여건,4.441795216643044,0.1693386773547093,26.230246308933488
세종,2020,가족·생활,돌봄여건,5.449753988959963,0.1693386773547093,32.182570893384884
세종,2021,가족·생활,돌봄여건,5.440063900055208,0.1693386773547093,32.12534776482307
세종,2022,가족·생활,돌봄여건,5.3841409035219225,0.1693386773547093,31.79510427050225
세종,2023,가족·생활,돌봄여건,6.181275203268093,0.1693386773547093,36.50244173290864
세종,2024,가족·생활,돌봄여건,6.747790945687918,0.1693386773547093,39.8479015609263
